id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,total_review_activity,days_since_last_review,is_available_all_year
14685,Brooklyn,Clinton Hill,40.6886,-73.96197,Private room,80,2,4,2018-08-30,0.13,1,10,0.52,2650.0,0
14686,Manhattan,Upper East Side,40.7814,-73.94771,Private room,68,4,2,2019-04-07,0.59,2,0,1.18,2430.0,0
14687,Brooklyn,Bushwick,40.70053,-73.92589,Private room,75,2,0,,,1,0,,,0
14688,Queens,Glendale,40.69775,-73.89474,Private room,69,2,2,2017-05-08,0.07,1,0,0.14,3129.0,0
14689,Queens,College Point,40.79439,-73.84675,Private room,60,2,19,2019-07-01,2.11,1,331,40.089999999999996,2345.0,0
14690,Queens,East Elmhurst,40.76193,-73.87521,Private room,40,1,1,2019-02-15,0.21,1,37,0.21,2481.0,0
14691,Brooklyn,Kensington,40.64528,-73.97621,Entire home/apt,105,4,7,2018-08-26,0.18,1,20,1.26,2654.0,0
14692,Manhattan,Upper West Side,40.7824,-73.98294,Private room,125,1,25,2013-06-22,0.28,1,311,7.000000000000001,4545.0,0
14693,Brooklyn,Bedford-Stuyvesant,40.6877,-73.93146,Private room,42,30,2,2019-05-11,0.47,27,353,0.94,2396.0,0
14694,Brooklyn,Bedford-Stuyvesant,40.68812,-73.93254,Private room,34,10,16,2019-03-27,0.19,3,216,3.04,2441.0,0
14695,Brooklyn,Coney Island,40.57505,-74.00161,Private room,95,1,76,2019-07-05,2.44,2,163,185.44,2341.0,0
14696,Brooklyn,Williamsburg,40.70969,-73.95252,Entire home/apt,120,5,1,2019-01-03,0.16,1,0,0.16,2524.0,0
14697,Brooklyn,Bushwick,40.69348,-73.92497,Private room,100,2,0,,,1,89,,,0
14698,Brooklyn,Fort Greene,40.69617,-73.97456,Private room,89,1,24,2019-06-06,3.09,2,72,74.16,2370.0,0
14699,Brooklyn,Brighton Beach,40.57759,-73.96218,Private room,75,1,2,2019-07-02,2.0,2,353,4.0,2344.0,0
14700,Manhattan,East Harlem,40.78899,-73.94727,Entire home/apt,99,14,6,2019-06-21,0.27,1,3,1.62,2355.0,0
14701,Queens,Edgemere,40.59684,-73.76873,Entire home/apt,200,1,7,2019-06-16,0.62,2,311,4.34,2360.0,0
14702,Manhattan,Murray Hill,40.74721,-73.97398,Private room,100,1,12,2019-05-13,1.7,3,58,20.4,2394.0,0
14703,Manhattan,Chelsea,40.75133,-73.99965,Entire home/apt,228,4,16,2019-07-06,0.51,1,103,8.16,2340.0,0
14704,Brooklyn,Williamsburg,40.71545,-73.94383,Entire home/apt,99,2,1,2018-11-19,0.13,2,0,0.13,2569.0,0
14705,Queens,Woodhaven,40.6875,-73.8664,Private room,39,3,8,2019-06-21,3.04,9,358,24.32,2355.0,0
14706,Bronx,Olinville,40.88438,-73.86397,Private room,125,1,0,,,1,0,,,0
14707,Manhattan,Midtown,40.76395,-73.97622,Private room,450,1,3,2019-06-16,2.43,14,365,7.290000000000001,2360.0,1
14708,Manhattan,Upper East Side,40.77254,-73.96193,Entire home/apt,100,2,58,2019-06-11,1.02,1,9,59.160000000000004,2365.0,0
14709,Manhattan,Midtown,40.76003,-73.96969,Entire home/apt,180,30,0,,,1,177,,,0
14710,Brooklyn,Vinegar Hill,40.70125,-73.98582,Entire home/apt,175,2,114,2019-06-22,3.36,1,154,383.03999999999996,2354.0,0
14711,Manhattan,Flatiron District,40.73885,-73.98786,Private room,99,1,2,2019-05-24,1.13,1,13,2.26,2383.0,0
14712,Manhattan,Harlem,40.80132,-73.9547,Private room,85,1,19,2019-06-27,0.39,1,365,7.41,2349.0,1
14713,Manhattan,Upper West Side,40.79772,-73.96213,Entire home/apt,335,4,59,2019-05-12,1.89,1,263,111.50999999999999,2395.0,0
14714,Brooklyn,Clinton Hill,40.69088,-73.96653,Entire home/apt,126,1,0,,,1,26,,,0
14715,Queens,Astoria,40.75616,-73.91657,Private room,60,15,3,2019-03-31,0.48,3,331,1.44,2437.0,0
14716,Brooklyn,Park Slope,40.67595,-73.98053,Entire home/apt,265,5,15,2015-06-14,0.16,1,0,2.4,3823.0,0
14717,Brooklyn,Williamsburg,40.70644,-73.94339,Entire home/apt,85,6,7,2018-10-21,0.43,1,0,3.01,2598.0,0
14718,Manhattan,Hell's Kitchen,40.76356,-73.98823,Entire home/apt,330,1,0,,,1,180,,,0
14719,Queens,East Elmhurst,40.75985,-73.88233,Shared room,70,1,1,2019-04-26,0.41,1,89,0.41,2411.0,0
14720,Brooklyn,Williamsburg,40.70507,-73.9353,Private room,72,3,156,2019-07-04,1.8,1,110,280.8,2342.0,0
14721,Brooklyn,Bushwick,40.69918,-73.91316,Private room,45,2,5,2016-10-18,0.14,1,0,0.7000000000000001,3331.0,0
14722,Manhattan,Chelsea,40.74587,-73.99149,Private room,110,1,200,2019-06-19,5.87,4,60,1174.0,2357.0,0
14723,Manhattan,East Village,40.72445,-73.98922,Private room,195,1,12,2019-06-30,1.61,1,85,19.32,2346.0,0
14724,Brooklyn,Williamsburg,40.71213,-73.951,Private room,84,5,0,,,1,60,,,0
14725,Manhattan,West Village,40.73151,-74.00528,Entire home/apt,1500,4,17,2019-06-27,1.86,1,32,31.62,2349.0,0
14726,Brooklyn,Columbia St,40.68606,-74.00122,Entire home/apt,275,2,18,2017-05-07,0.46,1,292,8.280000000000001,3130.0,0
14727,Queens,Sunnyside,40.73998,-73.92619,Private room,40,29,1,2018-10-11,0.11,5,0,0.11,2608.0,0
14728,Queens,Ridgewood,40.69578,-73.90261,Private room,100,2,48,2019-07-01,1.96,2,174,94.08,2345.0,0
14729,Queens,Fresh Meadows,40.74376,-73.7942,Entire home/apt,150,2,15,2019-07-07,6.92,1,69,103.8,2339.0,0
14730,Bronx,Mount Hope,40.8476,-73.90594,Private room,50,1,0,,,1,0,,,0
14731,Manhattan,Hell's Kitchen,40.76489,-73.98493,Private room,79,2,430,2019-06-24,3.47,1,220,1492.1000000000001,2352.0,0
14732,Manhattan,Upper West Side,40.79954,-73.96263,Entire home/apt,99,5,10,2019-06-29,1.55,1,29,15.5,2347.0,0
14733,Brooklyn,Williamsburg,40.70997,-73.94297,Private room,80,2,9,2017-11-06,0.41,1,0,3.69,2947.0,0
14734,Brooklyn,Williamsburg,40.71204,-73.93535,Entire home/apt,70,5,2,2018-09-05,0.19,1,0,0.38,2644.0,0
14735,Brooklyn,Greenpoint,40.72471,-73.939,Entire home/apt,100,7,3,2019-06-10,0.78,1,6,2.34,2366.0,0
14736,Manhattan,East Village,40.7239,-73.98111,Private room,120,30,3,2017-09-27,0.12,2,0,0.36,2987.0,0
14737,Manhattan,Chinatown,40.71723,-73.99164,Private room,150,4,36,2019-06-04,0.71,3,294,25.56,2372.0,0
14738,Queens,East Elmhurst,40.7653,-73.86729,Private room,89,3,0,,,2,23,,,0
14739,Brooklyn,Bushwick,40.70267,-73.92383,Private room,45,1,2,2016-05-22,0.05,1,0,0.1,3480.0,0
14740,Queens,Arverne,40.58989,-73.79117,Private room,69,1,25,2019-06-21,0.81,4,156,20.25,2355.0,0
14741,Manhattan,Harlem,40.8233,-73.95591,Entire home/apt,120,5,8,2016-04-04,0.12,1,0,0.96,3528.0,0
14742,Manhattan,Washington Heights,40.83644,-73.94231,Private room,40,3,1,2018-12-16,0.15,1,245,0.15,2542.0,0
14743,Brooklyn,Crown Heights,40.67619,-73.9532,Entire home/apt,100,5,6,2018-12-31,0.25,1,0,1.5,2527.0,0
14744,Brooklyn,Williamsburg,40.70985,-73.96435,Private room,75,4,3,2019-01-02,0.32,1,0,0.96,2525.0,0
14745,Manhattan,Chelsea,40.73639,-73.99318,Private room,200,4,13,2019-05-20,1.23,1,172,15.99,2387.0,0
14746,Manhattan,Harlem,40.81761,-73.94434,Private room,80,1,1,2019-07-07,1.0,1,86,1.0,2339.0,0
14747,Brooklyn,East Flatbush,40.64885,-73.94681,Private room,57,1,206,2019-07-07,5.2,3,89,1071.2,2339.0,0
14748,Manhattan,Murray Hill,40.75089,-73.98059,Entire home/apt,139,30,2,2018-11-01,0.07,31,134,0.14,2587.0,0
14749,Manhattan,Harlem,40.80707,-73.95242,Private room,40,20,0,,,1,273,,,0
14750,Brooklyn,Bedford-Stuyvesant,40.68914,-73.94556,Entire home/apt,109,1,146,2019-06-24,5.57,3,21,813.22,2352.0,0
14751,Brooklyn,Clinton Hill,40.69127,-73.96873,Entire home/apt,125,4,1,2018-07-26,0.09,1,0,0.09,2685.0,0
14752,Queens,Astoria,40.75539,-73.91311,Private room,39,1,4,2019-01-02,0.17,4,136,0.68,2525.0,0
14753,Brooklyn,Williamsburg,40.7201,-73.96373,Entire home/apt,150,3,1,2019-06-02,0.81,1,74,0.81,2374.0,0
14754,Manhattan,Upper West Side,40.78175,-73.97576,Entire home/apt,180,1,1,2016-05-19,0.03,1,0,0.03,3483.0,0
14755,Manhattan,Harlem,40.81184,-73.94488,Private room,89,3,49,2018-07-15,1.76,1,157,86.24,2696.0,0
14756,Brooklyn,Coney Island,40.57609,-73.98605,Entire home/apt,110,3,52,2019-07-05,1.95,6,150,101.39999999999999,2341.0,0
14757,Brooklyn,Bedford-Stuyvesant,40.68301,-73.93657,Entire home/apt,115,28,2,2019-06-28,0.32,4,212,0.64,2348.0,0
14758,Manhattan,Harlem,40.8261,-73.95139,Private room,65,1,157,2019-06-08,3.04,4,137,477.28000000000003,2368.0,0
14759,Manhattan,Lower East Side,40.71989,-73.98459,Entire home/apt,198,3,0,,,1,5,,,0
14760,Manhattan,Hell's Kitchen,40.75797,-73.991,Private room,75,1,2,2018-02-23,0.12,1,0,0.24,2838.0,0
14761,Brooklyn,Windsor Terrace,40.65457,-73.97512,Entire home/apt,145,3,1,2017-10-09,0.05,1,0,0.05,2975.0,0
14762,Queens,Bayside,40.75409,-73.76935,Private room,47,1,19,2019-06-20,3.63,3,350,68.97,2356.0,0
14763,Brooklyn,Greenpoint,40.72891,-73.95618,Private room,150,2,4,2018-10-31,0.2,1,0,0.8,2588.0,0
14764,Brooklyn,Bedford-Stuyvesant,40.68016,-73.91054,Entire home/apt,68,3,19,2019-06-28,1.23,1,28,23.37,2348.0,0
14765,Brooklyn,Bushwick,40.69142,-73.92472,Private room,140,1,4,2019-05-26,0.63,2,365,2.52,2381.0,1
14766,Brooklyn,Cypress Hills,40.67815,-73.86584,Entire home/apt,500,1,2,2019-07-01,2.0,1,363,4.0,2345.0,0
14767,Manhattan,Hell's Kitchen,40.75503,-73.99724,Private room,53,30,0,,,47,316,,,0
14768,Queens,Sunnyside,40.73873,-73.92435,Private room,74,30,9,2018-08-24,0.16,1,76,1.44,2656.0,0
14769,Brooklyn,Prospect-Lefferts Gardens,40.65702,-73.96066,Private room,33,14,6,2017-11-25,0.17,1,0,1.02,2928.0,0
14770,Queens,Forest Hills,40.72391,-73.84407,Entire home/apt,168,3,133,2019-06-07,2.64,2,336,351.12,2369.0,0
14771,Brooklyn,Crown Heights,40.67718,-73.95566,Private room,95,1,2,2018-07-20,0.17,1,0,0.34,2691.0,0
14772,Brooklyn,Bedford-Stuyvesant,40.6943,-73.95896,Entire home/apt,70,1,0,,,1,0,,,0
14773,Manhattan,Lower East Side,40.71124,-73.98687,Shared room,35,14,0,,,28,322,,,0
14774,Manhattan,Chinatown,40.71569,-73.99076,Private room,63,3,10,2017-05-05,0.36,1,0,3.5999999999999996,3132.0,0
14775,Brooklyn,Bedford-Stuyvesant,40.68642,-73.92864,Entire home/apt,100,3,86,2019-06-28,3.02,1,25,259.72,2348.0,0
14776,Queens,Queens Village,40.72052,-73.73628,Entire home/apt,69,1,15,2019-06-24,7.63,2,46,114.45,2352.0,0
14777,Brooklyn,Bedford-Stuyvesant,40.68527,-73.95307,Private room,53,2,11,2016-04-11,0.23,1,0,2.5300000000000002,3521.0,0
14778,Brooklyn,Williamsburg,40.70844,-73.96693,Entire home/apt,140,3,19,2019-06-21,0.73,1,218,13.87,2355.0,0
14779,Queens,Ridgewood,40.70463,-73.90132,Entire home/apt,150,2,77,2019-06-09,1.5,1,24,115.5,2367.0,0
14780,Brooklyn,Williamsburg,40.71169,-73.95827,Private room,91,1,13,2019-06-12,0.55,3,85,7.15,2364.0,0
14781,Brooklyn,Williamsburg,40.70832,-73.95336,Entire home/apt,139,4,12,2016-11-28,0.31,2,0,3.7199999999999998,3290.0,0
14782,Manhattan,Upper East Side,40.77976,-73.95409,Private room,100,2,16,2018-02-20,0.8,1,0,12.8,2841.0,0
14783,Manhattan,Washington Heights,40.85396,-73.93785,Entire home/apt,75,20,2,2019-05-19,0.04,1,100,0.08,2388.0,0
14784,Manhattan,Midtown,40.75333,-73.97266,Private room,450,3,0,,,1,160,,,0
14785,Brooklyn,Park Slope,40.67213,-73.98141,Private room,75,1,0,,,1,0,,,0
14786,Brooklyn,Sheepshead Bay,40.60146,-73.94673,Private room,40,2,0,,,1,89,,,0
14787,Manhattan,Upper East Side,40.76464,-73.9593,Private room,115,1,54,2019-05-27,7.47,1,0,403.38,2380.0,0
14788,Manhattan,Washington Heights,40.8508,-73.94004,Entire home/apt,112,1,1,2015-09-02,0.02,1,0,0.02,3743.0,0
14789,Queens,Ridgewood,40.70805,-73.91535,Entire home/apt,170,7,0,,,1,126,,,0
14790,Manhattan,Hell's Kitchen,40.76258,-73.98768,Entire home/apt,302,30,0,,,232,330,,,0
14791,Manhattan,East Village,40.72886,-73.98834,Private room,80,1,4,2016-07-29,0.11,1,0,0.44,3412.0,0
14792,Manhattan,Upper West Side,40.78657,-73.97161,Entire home/apt,150,30,31,2019-05-21,0.59,1,213,18.29,2386.0,0
14793,Brooklyn,Bushwick,40.6882,-73.90598,Private room,46,2,18,2019-04-27,0.42,1,0,7.56,2410.0,0
14794,Queens,Ditmars Steinway,40.77623,-73.91503,Entire home/apt,250,1,0,,,1,0,,,0
14795,Queens,Sunnyside,40.74189,-73.92375,Private room,75,2,111,2019-06-24,1.89,1,348,209.79,2352.0,0
14796,Manhattan,Gramercy,40.73409,-73.98703,Entire home/apt,125,3,5,2018-02-19,0.23,1,0,1.1500000000000001,2842.0,0
14797,Manhattan,Washington Heights,40.84686,-73.94181,Private room,70,2,277,2019-06-13,4.67,3,244,1293.59,2363.0,0
14798,Brooklyn,Flatbush,40.65061,-73.96125,Private room,50,27,6,2017-09-30,0.14,2,0,0.8400000000000001,2984.0,0
14799,Manhattan,Kips Bay,40.74308,-73.98172,Private room,200,2,12,2017-12-08,0.52,1,0,6.24,2915.0,0
14800,Manhattan,Hell's Kitchen,40.76421,-73.99115,Private room,80,5,62,2019-06-23,1.72,2,23,106.64,2353.0,0
14801,Brooklyn,Bushwick,40.70575,-73.92193,Private room,40,1,4,2017-09-28,0.18,1,0,0.72,2986.0,0
14802,Brooklyn,Williamsburg,40.71113,-73.96181,Entire home/apt,180,3,1,2018-09-30,0.11,1,9,0.11,2619.0,0
14803,Brooklyn,Williamsburg,40.70971,-73.9639,Entire home/apt,200,4,15,2017-08-18,0.32,1,95,4.8,3027.0,0
14804,Manhattan,Midtown,40.75579,-73.96699,Entire home/apt,145,6,39,2018-09-24,0.4,1,0,15.600000000000001,2625.0,0
14805,Brooklyn,Williamsburg,40.71782,-73.95013,Private room,200,1,5,2019-05-05,0.15,2,364,0.75,2402.0,0
14806,Brooklyn,South Slope,40.6672,-73.98986,Private room,50,90,0,,,2,0,,,0
14807,Manhattan,Chinatown,40.71801,-73.9943,Entire home/apt,499,4,6,2019-06-27,4.62,1,299,27.72,2349.0,0
14808,Manhattan,Hell's Kitchen,40.75966,-73.991,Private room,150,3,2,2018-01-01,0.1,1,8,0.2,2891.0,0
14809,Brooklyn,Bedford-Stuyvesant,40.6891,-73.95452,Private room,70,2,7,2019-06-06,0.36,2,49,2.52,2370.0,0
14810,Manhattan,Upper West Side,40.79884,-73.95983,Private room,60,30,2,2019-06-16,1.46,32,337,2.92,2360.0,0
14811,Brooklyn,Williamsburg,40.7109,-73.95236,Entire home/apt,250,31,8,2017-01-03,0.19,1,0,1.52,3254.0,0
14812,Brooklyn,Carroll Gardens,40.67992,-73.99282,Entire home/apt,100,4,2,2019-04-26,0.31,1,35,0.62,2411.0,0
14813,Brooklyn,Sunset Park,40.66135,-73.98841,Entire home/apt,185,30,2,2017-05-02,0.07,1,337,0.14,3135.0,0
14814,Queens,Astoria,40.7743,-73.92579,Entire home/apt,97,3,33,2016-01-02,0.65,1,0,21.45,3621.0,0
14815,Brooklyn,Williamsburg,40.7113,-73.9576,Entire home/apt,400,3,0,,,1,359,,,0
14816,Manhattan,Harlem,40.80704,-73.95134,Private room,105,3,11,2019-06-23,3.79,1,20,41.69,2353.0,0
14817,Manhattan,Harlem,40.81446,-73.9379,Entire home/apt,198,3,9,2019-06-22,0.35,1,127,3.15,2354.0,0
14818,Brooklyn,Carroll Gardens,40.68564,-73.99201,Entire home/apt,170,2,8,2019-06-03,2.79,1,0,22.32,2373.0,0
14819,Brooklyn,Williamsburg,40.72005,-73.95677,Private room,75,1,1,2016-03-30,0.03,1,0,0.03,3533.0,0
14820,Brooklyn,Williamsburg,40.72003,-73.96242,Entire home/apt,350,4,0,,,1,9,,,0
14821,Manhattan,East Village,40.72613,-73.98447,Private room,99,1,9,2019-06-13,3.42,5,30,30.78,2363.0,0
14822,Queens,Elmhurst,40.73136,-73.87402,Private room,70,2,3,2019-06-17,1.67,1,0,5.01,2359.0,0
14823,Manhattan,Upper West Side,40.78242,-73.98381,Entire home/apt,400,3,32,2019-06-23,1.88,1,69,60.16,2353.0,0
14824,Manhattan,Murray Hill,40.74796,-73.97018,Entire home/apt,144,3,0,,,1,0,,,0
14825,Manhattan,Upper East Side,40.76299,-73.961,Entire home/apt,290,1,0,,,1,0,,,0
14826,Brooklyn,Bushwick,40.70103,-73.93979,Private room,80,30,1,2019-05-05,0.46,4,364,0.46,2402.0,0
14827,Brooklyn,Bushwick,40.69682,-73.93067,Private room,66,2,8,2019-07-05,3.08,1,159,24.64,2341.0,0
14828,Brooklyn,Greenpoint,40.72104,-73.94805,Entire home/apt,275,5,77,2019-06-29,1.89,2,6,145.53,2347.0,0
14829,Brooklyn,Bushwick,40.69582,-73.9095,Private room,40,1,0,,,1,364,,,0
14830,Brooklyn,Crown Heights,40.67265,-73.94728,Entire home/apt,81,4,19,2019-07-05,2.44,2,94,46.36,2341.0,0
14831,Brooklyn,Crown Heights,40.6713,-73.95603,Entire home/apt,120,2,0,,,1,0,,,0
14832,Manhattan,Hell's Kitchen,40.75919,-73.99229,Entire home/apt,169,30,1,2017-08-03,0.04,23,115,0.04,3042.0,0
14833,Manhattan,Upper East Side,40.77076,-73.94757,Entire home/apt,125,2,8,2019-04-23,1.02,1,1,8.16,2414.0,0
14834,Manhattan,Two Bridges,40.71271,-73.99776,Private room,95,3,223,2019-06-23,2.22,2,60,495.06000000000006,2353.0,0
14835,Manhattan,Financial District,40.70764,-74.01077,Entire home/apt,252,2,15,2019-06-21,3.19,327,260,47.85,2355.0,0
14836,Brooklyn,Williamsburg,40.72092,-73.96122,Private room,65,2,31,2019-07-01,1.68,4,282,52.08,2345.0,0
14837,Manhattan,Washington Heights,40.83458,-73.94227,Private room,55,7,1,2018-12-31,0.16,2,125,0.16,2527.0,0
14838,Brooklyn,Bedford-Stuyvesant,40.67758,-73.92751,Private room,65,1,12,2019-06-29,4.29,1,179,51.480000000000004,2347.0,0
14839,Queens,Ridgewood,40.70476,-73.91111,Private room,75,1,3,2018-09-08,0.29,1,0,0.8699999999999999,2641.0,0
14840,Manhattan,Upper West Side,40.79296,-73.97456,Entire home/apt,100,4,2,2018-07-23,0.09,1,83,0.18,2688.0,0
14841,Manhattan,East Harlem,40.80038,-73.94656,Entire home/apt,175,3,44,2016-09-28,0.8,1,280,35.2,3351.0,0
14842,Manhattan,Washington Heights,40.84684,-73.93252,Private room,55,1,22,2019-06-24,0.95,2,91,20.9,2352.0,0
14843,Brooklyn,Williamsburg,40.70711,-73.95344,Private room,55,30,11,2019-03-31,0.38,3,249,4.18,2437.0,0
14844,Brooklyn,Williamsburg,40.70848,-73.94945,Private room,79,1,13,2016-08-21,0.3,1,0,3.9,3389.0,0
14845,Brooklyn,Crown Heights,40.67637,-73.95527,Entire home/apt,132,3,0,,,2,0,,,0
14846,Manhattan,Financial District,40.70799,-74.01113,Entire home/apt,228,2,9,2019-06-23,3.33,327,317,29.97,2353.0,0
14847,Manhattan,East Village,40.72513,-73.9839,Entire home/apt,315,5,2,2019-07-01,2.0,1,160,4.0,2345.0,0
14848,Manhattan,Hell's Kitchen,40.7665,-73.98943,Shared room,85,1,9,2019-07-04,3.25,9,365,29.25,2342.0,1
14849,Brooklyn,Williamsburg,40.70898,-73.95391,Entire home/apt,250,6,1,2018-12-31,0.16,1,0,0.16,2527.0,0
14850,Bronx,Port Morris,40.80087,-73.91635,Private room,100,3,0,,,2,365,,,1
14851,Brooklyn,Crown Heights,40.67228,-73.91841,Entire home/apt,125,2,24,2019-06-09,2.17,1,55,52.08,2367.0,0
14852,Manhattan,Morningside Heights,40.8127,-73.96163,Private room,100,1,1,2019-06-02,0.81,1,365,0.81,2374.0,1
14853,Staten Island,Woodrow,40.53884,-74.19826,Entire home/apt,700,7,0,,,1,0,,,0
14854,Manhattan,Midtown,40.76497,-73.98191,Entire home/apt,225,30,0,,,12,328,,,0
14855,Queens,Jamaica,40.67367,-73.78157,Entire home/apt,160,1,3,2019-06-13,0.41,2,359,1.23,2363.0,0
14856,Manhattan,Harlem,40.80339,-73.95034,Private room,99,3,9,2018-02-24,0.42,1,0,3.78,2837.0,0
14857,Bronx,Port Morris,40.80952,-73.93005,Shared room,28,1,17,2019-06-03,1.79,7,83,30.43,2373.0,0
14858,Queens,Astoria,40.75736,-73.92815,Private room,65,1,11,2019-06-16,4.58,5,300,50.38,2360.0,0
14859,Manhattan,Midtown,40.75375,-73.97295,Private room,799,4,3,2016-12-28,0.09,12,365,0.27,3260.0,1
14860,Manhattan,East Village,40.72872,-73.98043,Entire home/apt,249,3,3,2015-10-21,0.06,1,0,0.18,3694.0,0
14861,Queens,Long Island City,40.75659,-73.93108,Entire home/apt,275,2,1,2019-07-04,1.0,1,266,1.0,2342.0,0
14862,Brooklyn,Bushwick,40.69666,-73.93248,Private room,59,20,16,2018-10-11,0.28,1,54,4.48,2608.0,0
14863,Brooklyn,Williamsburg,40.70068,-73.94103,Private room,45,3,14,2018-08-29,0.35,1,0,4.8999999999999995,2651.0,0
14864,Manhattan,Hell's Kitchen,40.76188,-73.99806,Entire home/apt,534,30,0,,,18,365,,,1
14865,Bronx,Kingsbridge,40.8704,-73.90559,Private room,100,5,0,,,1,40,,,0
14866,Brooklyn,Sunset Park,40.65107,-74.01096,Entire home/apt,450,1,5,2018-12-24,0.27,1,179,1.35,2534.0,0
14867,Brooklyn,Greenpoint,40.73038,-73.95221,Entire home/apt,250,29,0,,,1,0,,,0
14868,Brooklyn,Brooklyn Heights,40.69964,-73.99299,Entire home/apt,800,3,60,2019-01-01,0.7,1,67,42.0,2526.0,0
14869,Brooklyn,Bay Ridge,40.63574,-74.03102,Private room,85,365,1,2018-12-15,0.14,4,189,0.14,2543.0,0
14870,Brooklyn,Bedford-Stuyvesant,40.69295,-73.93537,Private room,70,1,0,,,1,0,,,0
14871,Brooklyn,Williamsburg,40.71046,-73.96054,Entire home/apt,184,10,1,2016-08-06,0.03,2,6,0.03,3404.0,0
14872,Brooklyn,Flatbush,40.652,-73.95805,Entire home/apt,110,3,32,2019-06-15,1.9,1,0,60.8,2361.0,0
14873,Queens,Elmhurst,40.74012,-73.88917,Private room,53,1,9,2018-09-09,0.29,4,0,2.61,2640.0,0
14874,Manhattan,Greenwich Village,40.7328,-73.99899,Entire home/apt,175,1,39,2019-06-13,1.75,1,55,68.25,2363.0,0
14875,Manhattan,Roosevelt Island,40.76213,-73.94971,Private room,100,2,97,2019-06-21,3.57,2,142,346.28999999999996,2355.0,0
14876,Brooklyn,Williamsburg,40.70692,-73.95501,Private room,80,3,35,2017-02-22,0.85,2,0,29.75,3204.0,0
14877,Manhattan,Hell's Kitchen,40.75833,-73.99516,Private room,210,1,0,,,10,333,,,0
14878,Brooklyn,Bushwick,40.6942,-73.92598,Private room,80,1,1,2019-02-17,0.21,1,168,0.21,2479.0,0
14879,Brooklyn,Williamsburg,40.70618,-73.9534,Entire home/apt,198,20,4,2018-03-31,0.18,1,0,0.72,2802.0,0
14880,Queens,Queens Village,40.71195,-73.74172,Entire home/apt,98,1,64,2019-06-17,3.45,1,356,220.8,2359.0,0
14881,Brooklyn,Crown Heights,40.67574,-73.94722,Entire home/apt,90,31,70,2019-06-22,2.79,1,263,195.3,2354.0,0
14882,Queens,Richmond Hill,40.69002,-73.83688,Private room,85,3,0,,,1,88,,,0
14883,Queens,Sunnyside,40.74719,-73.91919,Private room,46,1,0,,,1,0,,,0
14884,Brooklyn,Greenpoint,40.72292,-73.94924,Entire home/apt,270,3,13,2017-04-23,0.22,1,0,2.86,3144.0,0
14885,Manhattan,Morningside Heights,40.80491,-73.96339,Entire home/apt,135,1,1,2019-06-14,1.0,1,3,1.0,2362.0,0
14886,Brooklyn,Crown Heights,40.66515,-73.95186,Private room,100,1,28,2019-06-24,1.92,1,88,53.76,2352.0,0
14887,Manhattan,Upper East Side,40.75969,-73.96071,Entire home/apt,150,30,0,,,65,364,,,0
14888,Brooklyn,Bedford-Stuyvesant,40.68521,-73.93707,Private room,90,2,115,2019-05-25,2.29,2,0,263.35,2382.0,0
14889,Brooklyn,Bedford-Stuyvesant,40.69653,-73.94994,Private room,50,2,5,2017-10-22,0.15,1,0,0.75,2962.0,0
14890,Manhattan,West Village,40.73311,-74.00401,Entire home/apt,185,7,19,2016-07-31,0.31,1,0,5.89,3410.0,0
14891,Brooklyn,Williamsburg,40.71285,-73.96124,Private room,27,20,2,2019-05-27,0.42,1,333,0.84,2380.0,0
14892,Brooklyn,Midwood,40.61459,-73.96041,Entire home/apt,59,2,4,2019-06-13,0.73,1,87,2.92,2363.0,0
14893,Brooklyn,Bedford-Stuyvesant,40.67864,-73.9444,Entire home/apt,199,2,122,2019-06-16,4.06,1,70,495.31999999999994,2360.0,0
14894,Bronx,Morris Heights,40.85018,-73.9167,Private room,55,2,0,,,1,364,,,0
14895,Queens,Flushing,40.74651,-73.83195,Private room,50,1,71,2019-05-11,1.57,3,83,111.47,2396.0,0
14896,Brooklyn,Bedford-Stuyvesant,40.69295,-73.94494,Entire home/apt,80,90,0,,,1,41,,,0
14897,Queens,Ozone Park,40.68689,-73.84587,Private room,60,1,0,,,1,0,,,0
14898,Manhattan,Lower East Side,40.71968,-73.98726,Private room,75,1,0,,,1,0,,,0
14899,Brooklyn,Williamsburg,40.71024,-73.95834,Entire home/apt,200,2,8,2019-01-02,1.0,1,5,8.0,2525.0,0
14900,Manhattan,East Harlem,40.79717,-73.93519,Entire home/apt,95,1,2,2015-11-18,0.04,1,0,0.08,3666.0,0
14901,Brooklyn,Brooklyn Heights,40.69094,-73.99293,Entire home/apt,160,7,0,,,1,98,,,0
14902,Manhattan,West Village,40.73571,-74.00341,Entire home/apt,258,3,57,2019-06-23,1.1,1,320,62.7,2353.0,0
14903,Manhattan,East Village,40.72672,-73.98851,Shared room,30,30,125,2017-12-31,1.88,1,304,235.0,2892.0,0
14904,Brooklyn,Clinton Hill,40.69675,-73.96188,Private room,60,3,0,,,1,0,,,0
14905,Brooklyn,Prospect-Lefferts Gardens,40.6613,-73.94457,Entire home/apt,250,4,0,,,1,0,,,0
14906,Brooklyn,Flatbush,40.65235,-73.9635,Entire home/apt,109,2,2,2017-06-28,0.08,1,0,0.16,3078.0,0
